neighbourhood,room_type,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
South of Market,Entire home/apt,37.7766,-122.39674,194,30,0,0,1,365
Diamond Heights,Private room,37.74153,-122.43596,188,4,60,0.97,1,344
Mission,Entire home/apt,37.76294,-122.42416,184,4,17,0.27,1,0
Marina,Entire home/apt,37.7959,-122.43754,206,30,11,0.21,34,0
Russian Hill,Entire home/apt,37.79863,-122.42055,585,3,44,0.73,1,0
Haight Ashbury,Entire home/apt,37.76746,-122.44483,185,2,285,4.47,1,233
Castro/Upper Market,Private room,37.75969,-122.43524,80,2,31,0.49,5,106
Haight Ashbury,Entire home/apt,37.76918,-122.45,99,30,122,1.99,1,197
Castro/Upper Market,Entire home/apt,37.75639,-122.43384,425,2,167,2.64,2,32
Western Addition,Entire home/apt,37.77803,-122.44308,240,3,96,1.51,1,294
Outer Sunset,Entire home/apt,37.75966,-122.5085,295,2,138,2.14,1,275
Potrero Hill,Private room,37.75983,-122.3966,100,2,189,2.92,2,335
Potrero Hill,Private room,37.75726,-122.39371,80,2,144,2.24,2,322
Noe Valley,Entire home/apt,37.75096,-122.43112,220,3,164,2.56,1,142
Mission,Entire home/apt,37.75135,-122.41766,120,30,140,2.17,1,176
Russian Hill,Entire home/apt,37.80416,-122.41871,185,4,212,3.29,1,75
Potrero Hill,Entire home/apt,37.76083,-122.40264,225,5,48,0.76,2,259
Outer Richmond,Private room,37.77347,-122.49901,109,2,267,4.17,1,304
Marina,Entire home/apt,37.79999,-122.4443,245,30,37,0.58,1,351
South of Market,Entire home/apt,37.78055,-122.39775,212,30,15,0.27,3,345
Haight Ashbury,Entire home/apt,37.76836,-122.44812,350,3,10,0.16,1,167
Mission,Entire home/apt,37.75327,-122.40636,195,30,35,0.81,1,313
Castro/Upper Market,Entire home/apt,37.76467,-122.43132,222,31,0,0,1,118
Haight Ashbury,Private room,37.76465,-122.44848,169,30,86,1.43,1,343
Western Addition,Entire home/apt,37.77711,-122.44295,247,3,189,3.09,2,0
Bernal Heights,Entire home/apt,37.74245,-122.42093,275,1,33,0.52,1,0
North Beach,Private room,37.80204,-122.40887,222,75,12,0.19,1,87
Bernal Heights,Entire home/apt,37.74086,-122.413,160,7,15,0.24,1,0
Western Addition,Entire home/apt,37.77156,-122.43637,300,30,52,0.83,4,309
Downtown/Civic Center,Private room,37.78839,-122.40945,179,2,44,0.69,29,0
Mission,Private room,37.76715,-122.41756,189,2,167,2.61,2,331
Castro/Upper Market,Private room,37.76912,-122.43199,110,2,161,2.54,1,36
Downtown/Civic Center,Private room,37.7889,-122.41098,180,1,24,0.38,29,0
Mission,Entire home/apt,37.76124,-122.42156,234,30,18,0.3,1,0
Chinatown,Entire home/apt,37.79075,-122.40882,97,30,6,0.11,8,179
Downtown/Civic Center,Private room,37.78846,-122.41055,180,1,18,0.3,29,0
Castro/Upper Market,Private room,37.7603,-122.43873,99,30,17,0.28,3,110
Excelsior,Entire home/apt,37.71799,-122.43635,375,3,95,1.66,3,314
Downtown/Civic Center,Private room,37.78878,-122.41148,180,1,19,0.3,29,0
Mission,Entire home/apt,37.75649,-122.41025,225,2,9,0.4,1,0
Outer Sunset,Private room,37.75488,-122.49496,90,1,431,6.75,1,105
Diamond Heights,Entire home/apt,37.74301,-122.44188,285,3,55,0.9,1,236
Inner Richmond,Entire home/apt,37.78575,-122.47082,150,30,4,0.06,1,351
Twin Peaks,Entire home/apt,37.75354,-122.45233,450,4,31,1.86,1,57
Outer Sunset,Private room,37.75794,-122.48954,110,3,427,6.69,2,37
Downtown/Civic Center,Private room,37.788,-122.41146,180,1,10,0.16,29,0
Downtown/Civic Center,Private room,37.78887,-122.40919,180,1,24,0.41,29,0
Russian Hill,Entire home/apt,37.80017,-122.41243,293,3,51,0.81,1,0
Twin Peaks,Entire home/apt,37.75786,-122.44652,599,2,84,1.34,2,23
Potrero Hill,Entire home/apt,37.76062,-122.39057,287,14,0,0,1,18
Bernal Heights,Entire home/apt,37.74466,-122.40964,125,30,5,0.32,1,8
Outer Sunset,Entire home/apt,37.75174,-122.47723,250,30,5,0.08,1,359
Bernal Heights,Private room,37.73303,-122.4258,59,30,11,0.18,6,27
Bernal Heights,Private room,37.73551,-122.42486,39,30,22,0.36,6,179
Bernal Heights,Private room,37.74753,-122.42129,165,1,297,4.78,1,326
South of Market,Private room,37.77463,-122.4191,99,1,1,1,2,1
Western Addition,Private room,37.77917,-122.44627,200,30,64,1.01,4,80
Inner Richmond,Entire home/apt,37.78031,-122.451,55,30,24,0.39,3,331
Lakeshore,Private room,37.73351,-122.48691,87,2,205,4.76,1,276
Marina,Private room,37.79704,-122.43732,109,1,176,3.19,4,78
Mission,Entire home/apt,37.7671,-122.42415,140,2,415,6.52,1,48
Western Addition,Entire home/apt,37.7708,-122.42713,200,2,30,0.51,1,0
Outer Sunset,Entire home/apt,37.76283,-122.5075,130,30,105,1.65,1,0
Haight Ashbury,Private room,37.77527,-122.44422,95,1,4,0.13,4,0
South of Market,Entire home/apt,37.78287,-122.39958,134,30,0,0,34,349
Castro/Upper Market,Private room,37.75839,-122.44084,145,3,81,1.31,1,29
Mission,Entire home/apt,37.76259,-122.42464,405,2,160,2.59,1,33
Mission,Private room,37.76058,-122.42541,145,30,36,0.57,2,149
Mission,Entire home/apt,37.77048,-122.42387,375,3,33,0.64,2,156
Glen Park,Entire home/apt,37.73423,-122.43129,450,3,124,1.98,1,180
Mission,Private room,37.75364,-122.42154,150,2,177,3.01,1,287
Outer Sunset,Private room,37.75677,-122.48891,90,3,369,5.82,2,50
Mission,Entire home/apt,37.75946,-122.42151,295,3,6,0.09,1,0
Bernal Heights,Private room,37.74463,-122.40863,299,2,20,0.66,4,293
Presidio,Private room,37.81031,-122.47642,105,7,242,3.82,1,260
Castro/Upper Market,Entire home/apt,37.75889,-122.43227,650,3,12,0.88,1,13
Noe Valley,Entire home/apt,37.75229,-122.43125,275,3,48,0.77,1,0
Mission,Entire home/apt,37.75229,-122.41593,225,4,22,0.35,2,0
Outer Sunset,Entire home/apt,37.75927,-122.50469,125,2,154,2.49,1,197
Western Addition,Entire home/apt,37.779,-122.42438,250,3,7,0.11,1,291
Castro/Upper Market,Entire home/apt,37.76788,-122.43608,200,4,22,0.35,1,0
Russian Hill,Entire home/apt,37.7982,-122.41183,185,30,114,1.85,1,238
Haight Ashbury,Private room,37.77567,-122.44608,140,2,138,2.18,1,128
Bernal Heights,Entire home/apt,37.74394,-122.4075,275,2,105,1.67,1,1
Castro/Upper Market,Private room,37.76272,-122.44354,145,2,280,4.45,2,205
Haight Ashbury,Entire home/apt,37.76875,-122.4489,290,30,60,0.96,2,232
Outer Richmond,Entire home/apt,37.78611,-122.48234,375,7,18,0.3,1,309
Castro/Upper Market,Private room,37.7595,-122.43877,125,2,153,2.45,1,319
Seacliff,Entire home/apt,37.77932,-122.50964,129,2,259,4.3,2,153
Marina,Entire home/apt,37.7969,-122.44403,350,30,5,0.08,1,247
North Beach,Entire home/apt,37.80738,-122.40944,208,2,114,1.82,2,0
South of Market,Entire home/apt,37.77631,-122.39506,375,30,35,0.57,1,71
Mission,Private room,37.75179,-122.4082,75,30,26,0.42,2,304
Western Addition,Private room,37.77703,-122.44541,500,30,14,0.23,4,364
Twin Peaks,Entire home/apt,37.74679,-122.44762,600,3,30,0.48,3,355
Potrero Hill,Entire home/apt,37.7605,-122.39355,145,31,102,1.69,1,87
Castro/Upper Market,Private room,37.75902,-122.44409,126,2,196,3.15,2,10
Outer Mission,Entire home/apt,37.73273,-122.43992,279,30,80,1.3,2,0
Potrero Hill,Entire home/apt,37.75356,-122.40045,97,30,12,0.2,2,365
Haight Ashbury,Entire home/apt,37.76947,-122.4377,120,30,162,2.6,1,327
Western Addition,Entire home/apt,37.77077,-122.4261,165,30,1,0.44,26,340
Mission,Private room,37.76449,-122.42459,146,5,75,1.2,2,8
Russian Hill,Entire home/apt,37.80626,-122.42386,739,1,0,0,1,82
Outer Sunset,Entire home/apt,37.76391,-122.49779,160,1,471,7.56,1,206
Parkside,Private room,37.74844,-122.46958,53,2,232,3.71,1,248
South of Market,Private room,37.77625,-122.40867,159,3,126,2.05,2,327
Outer Mission,Entire home/apt,37.73154,-122.43515,360,3,9,0.15,1,15
Bernal Heights,Entire home/apt,37.7351,-122.42141,240,4,27,0.44,2,2
Western Addition,Private room,37.77081,-122.43018,125,3,219,3.5,1,270
Pacific Heights,Entire home/apt,37.79595,-122.42412,450,4,6,0.24,1,0
Western Addition,Private room,37.77283,-122.42988,75,30,201,3.68,1,365
Twin Peaks,Private room,37.75177,-122.45084,129,3,122,2.04,1,164
Marina,Private room,37.79859,-122.43624,119,1,307,4.98,4,33
Outer Sunset,Entire home/apt,37.7569,-122.5088,245,3,23,0.45,1,0
Glen Park,Entire home/apt,37.73881,-122.42521,200,2,348,5.78,1,24
Mission,Private room,37.76879,-122.41743,155,2,362,5.79,1,10
Outer Sunset,Entire home/apt,37.76256,-122.47784,155,3,105,1.69,2,34
Castro/Upper Market,Entire home/apt,37.76438,-122.43047,115,30,21,0.38,11,340
Golden Gate Park,Entire home/apt,37.76652,-122.45601,195,2,210,3.37,1,302
Noe Valley,Private room,37.75525,-122.43995,129,1,442,7.22,1,38
Mission,Entire home/apt,37.75097,-122.42236,250,14,4,0.07,3,248
Haight Ashbury,Private room,37.76351,-122.44584,150,2,184,2.95,1,290
Castro/Upper Market,Entire home/apt,37.75721,-122.43732,217,30,5,0.09,18,217
Mission,Entire home/apt,37.75153,-122.41782,115,30,134,2.15,1,175
Nob Hill,Private room,37.79577,-122.41141,70,30,35,0.68,2,227
Western Addition,Entire home/apt,37.78876,-122.4299,350,30,105,1.7,2,365
South of Market,Private room,37.77619,-122.41407,150,2,34,1.04,3,0
Bernal Heights,Entire home/apt,37.74172,-122.41107,250,3,44,0.71,1,94
Bernal Heights,Private room,37.73631,-122.42235,79,1,239,3.85,2,192
Mission,Entire home/apt,37.74911,-122.41115,170,30,28,0.53,1,64
Mission,Entire home/apt,37.76011,-122.41853,327,2,83,1.38,1,9
Mission,Entire home/apt,37.76952,-122.42289,375,2,14,0.23,1,0
Mission,Entire home/apt,37.75482,-122.40498,125,4,131,2.17,1,42
Glen Park,Entire home/apt,37.74168,-122.43061,900,5,7,0.12,1,9
Downtown/Civic Center,Entire home/apt,37.78517,-122.41615,175,5,106,2.68,2,3
North Beach,Entire home/apt,37.80194,-122.40502,115,30,84,1.36,1,255
Potrero Hill,Private room,37.75091,-122.39629,133,1,335,5.49,3,124
Mission,Entire home/apt,37.74867,-122.42139,170,3,4,0.07,1,61
Mission,Entire home/apt,37.75908,-122.4182,120,30,33,0.54,2,361
West of Twin Peaks,Entire home/apt,37.74333,-122.45074,150,3,142,3.32,1,287
Russian Hill,Entire home/apt,37.79699,-122.41601,194,7,29,0.77,1,56
Bernal Heights,Entire home/apt,37.73675,-122.42181,100,2,132,7.21,1,17
South of Market,Entire home/apt,37.78117,-122.39761,325,180,40,0.65,1,364
Downtown/Civic Center,Entire home/apt,37.78336,-122.42092,100,30,9,0.15,2,205
Marina,Entire home/apt,37.7964,-122.43559,192,30,3,0.05,34,347
Pacific Heights,Entire home/apt,37.79088,-122.42708,148,30,2,0.04,34,365
Haight Ashbury,Entire home/apt,37.77022,-122.44939,375,3,23,0.62,2,0
Mission,Entire home/apt,37.75804,-122.42462,310,30,39,0.64,1,208
Potrero Hill,Private room,37.75727,-122.39818,133,1,316,5.13,3,128
Noe Valley,Entire home/apt,37.75126,-122.42606,175,3,351,5.72,1,39
Diamond Heights,Private room,37.74663,-122.4426,80,7,0,0,2,217
Castro/Upper Market,Entire home/apt,37.75807,-122.42846,850,30,40,0.66,1,365
Potrero Hill,Entire home/apt,37.75466,-122.40173,300,3,28,0.56,1,3
Pacific Heights,Entire home/apt,37.79033,-122.42707,304,30,2,0.04,34,276
Mission,Private room,37.76206,-122.42201,119,3,121,1.98,1,83
Castro/Upper Market,Private room,37.75644,-122.4408,99,1,403,6.59,1,279
Noe Valley,Entire home/apt,37.75374,-122.42679,185,30,59,0.98,1,305
Haight Ashbury,Entire home/apt,37.77413,-122.44109,400,4,34,0.56,1,32
Bernal Heights,Private room,37.7364,-122.42402,39,30,15,0.27,6,77
Haight Ashbury,Entire home/apt,37.7611,-122.44865,200,3,17,0.28,1,0
Western Addition,Entire home/apt,37.77445,-122.43729,300,30,21,0.35,1,301
Mission,Private room,37.75933,-122.41907,250,2,108,1.77,1,136
Western Addition,Entire home/apt,37.77827,-122.43966,199,2,218,3.56,1,3
Twin Peaks,Private room,37.74711,-122.44678,425,3,2,0.28,3,355
Haight Ashbury,Entire home/apt,37.76611,-122.44561,160,31,7,0.18,1,4
Noe Valley,Entire home/apt,37.75161,-122.4301,675,5,4,0.17,1,101
Russian Hill,Entire home/apt,37.79851,-122.42066,148,30,9,0.15,34,339
Bernal Heights,Private room,37.73759,-122.42299,72,1,162,2.67,2,222
Castro/Upper Market,Entire home/apt,37.7654,-122.43743,229,2,199,3.58,1,79
Downtown/Civic Center,Entire home/apt,37.78878,-122.41197,86,30,26,0.43,1,358
Pacific Heights,Entire home/apt,37.79753,-122.42392,180,30,115,1.89,1,308
Bayview,Entire home/apt,37.72837,-122.3978,224,1,298,4.91,2,0
Haight Ashbury,Entire home/apt,37.7677,-122.44893,260,30,10,0.21,2,342
Glen Park,Entire home/apt,37.73836,-122.42705,178,30,26,0.43,1,318
Mission,Private room,37.74914,-122.41878,95,5,122,2,3,335
Excelsior,Entire home/apt,37.71954,-122.42684,117,4,185,3.04,1,0
Glen Park,Private room,37.74152,-122.42617,80,3,5,0.08,2,308
Inner Sunset,Entire home/apt,37.76099,-122.46521,141,2,281,4.67,2,8
Inner Sunset,Entire home/apt,37.75927,-122.46311,199,3,286,4.69,2,14
Mission,Entire home/apt,37.75511,-122.41515,425,30,122,2,2,354
Noe Valley,Entire home/apt,37.75091,-122.43731,120,30,4,0.12,1,266
Haight Ashbury,Entire home/apt,37.76223,-122.44967,200,30,32,0.53,1,309
Outer Sunset,Entire home/apt,37.75575,-122.47917,99,3,367,6.03,1,3
Nob Hill,Entire home/apt,37.79148,-122.41386,1250,2,40,0.81,1,336
Downtown/Civic Center,Entire home/apt,37.78007,-122.4194,230,30,31,0.52,2,205
Marina,Entire home/apt,37.80228,-122.42947,122,30,16,0.26,1,20
South of Market,Entire home/apt,37.77576,-122.41549,170,2,342,5.69,1,208
Castro/Upper Market,Entire home/apt,37.75667,-122.43671,375,2,21,0.35,1,2
Inner Richmond,Entire home/apt,37.77786,-122.46568,250,3,48,0.82,1,116
Outer Richmond,Entire home/apt,37.77444,-122.48746,164,5,78,1.28,1,332
Castro/Upper Market,Entire home/apt,37.76512,-122.4268,199,30,163,2.7,1,359
Inner Sunset,Entire home/apt,37.76516,-122.47378,295,30,25,0.43,2,157
Castro/Upper Market,Private room,37.75656,-122.43436,130,3,223,3.79,1,66
Mission,Entire home/apt,37.7547,-122.40303,129,30,103,1.7,1,26
Outer Mission,Entire home/apt,37.7283,-122.44826,150,3,146,2.42,1,46
Western Addition,Entire home/apt,37.77371,-122.42472,99,30,131,2.25,1,207
Inner Richmond,Entire home/apt,37.77822,-122.45657,265,30,14,0.24,2,306
Noe Valley,Entire home/apt,37.74491,-122.43269,400,31,1,0.02,2,364
Western Addition,Private room,37.77815,-122.43697,99,2,206,3.58,2,261
Mission,Entire home/apt,37.76829,-122.42479,165,3,216,3.58,1,5
Western Addition,Entire home/apt,37.7709,-122.42854,180,30,28,0.49,2,317
Bernal Heights,Private room,37.73671,-122.41442,90,30,8,0.16,1,0
Castro/Upper Market,Entire home/apt,37.76395,-122.43472,165,30,71,1.19,1,364
Potrero Hill,Private room,37.75843,-122.40184,95,30,94,1.57,1,345
Western Addition,Entire home/apt,37.77385,-122.4238,135,30,15,0.25,11,316
Mission,Private room,37.7582,-122.41983,120,2,277,4.63,1,313
Potrero Hill,Entire home/apt,37.76057,-122.39653,450,3,63,1.08,1,0
Outer Sunset,Entire home/apt,37.75085,-122.47896,150,2,294,4.95,1,180
Outer Sunset,Entire home/apt,37.76256,-122.50589,117,90,1,0.02,3,308
South of Market,Private room,37.78034,-122.40326,77,45,2,0.04,1,365
Pacific Heights,Private room,37.79707,-122.42504,109,1,61,1.05,14,84
Marina,Private room,37.79744,-122.42535,129,1,254,4.36,14,76
Outer Richmond,Entire home/apt,37.77789,-122.50779,500,4,5,0.09,2,0
Ocean View,Entire home/apt,37.72065,-122.45629,225,30,29,0.49,1,33
Parkside,Entire home/apt,37.74474,-122.49085,209,1,292,4.97,1,52
Western Addition,Entire home/apt,37.78631,-122.44237,1500,2,15,0.35,3,168
Nob Hill,Entire home/apt,37.79707,-122.41051,550,30,2,0.05,1,83
Western Addition,Private room,37.78039,-122.43315,175,3,164,2.76,3,219
Marina,Private room,37.79793,-122.42527,129,1,219,3.75,14,95
Pacific Heights,Private room,37.78915,-122.44661,155,4,74,1.48,1,309
Bayview,Entire home/apt,37.73908,-122.38357,210,31,158,4.13,1,354
Outer Mission,Entire home/apt,37.72671,-122.43538,155,2,402,6.84,2,93
Western Addition,Entire home/apt,37.76942,-122.43032,225,4,86,1.52,1,0
Castro/Upper Market,Entire home/apt,37.76177,-122.42882,210,5,9,0.23,1,8
Bernal Heights,Entire home/apt,37.7346,-122.42473,275,30,103,1.73,1,365
Inner Richmond,Entire home/apt,37.77627,-122.45888,175,30,165,2.77,1,0
Western Addition,Entire home/apt,37.77852,-122.44247,1200,1,3,0.05,2,365
Bernal Heights,Private room,37.74383,-122.40959,119,2,113,3.22,4,328
Bernal Heights,Private room,37.74437,-122.40904,139,2,255,4.4,2,308
Marina,Entire home/apt,37.79637,-122.44636,220,4,26,1.17,1,341
Western Addition,Entire home/apt,37.77649,-122.43672,170,30,59,1.04,2,346
Castro/Upper Market,Private room,37.76255,-122.44548,123,2,180,4.55,2,55
Bernal Heights,Private room,37.74461,-122.40966,139,2,162,2.91,2,307
Inner Sunset,Private room,37.75654,-122.46643,140,2,201,3.4,1,10
Mission,Entire home/apt,37.75451,-122.4165,120,30,149,2.55,1,211
Marina,Private room,37.79782,-122.42587,99,1,95,1.63,14,61
Mission,Entire home/apt,37.75372,-122.40883,249,3,6,0.11,1,0
North Beach,Entire home/apt,37.7995,-122.405,249,30,20,0.35,3,360
Noe Valley,Private room,37.75241,-122.43707,145,30,98,1.71,8,0
Parkside,Entire home/apt,37.73829,-122.50461,110,2,107,1.81,1,2
Potrero Hill,Private room,37.75578,-122.38946,110,4,52,0.88,1,5
Haight Ashbury,Private room,37.76317,-122.44678,119,2,128,2.89,2,38
Noe Valley,Entire home/apt,37.7521,-122.42818,141,30,9,0.15,2,345
Outer Richmond,Entire home/apt,37.77294,-122.51117,220,30,0,0,1,365
Bernal Heights,Entire home/apt,37.74259,-122.40861,150,30,21,0.38,2,213
Russian Hill,Entire home/apt,37.79884,-122.42024,135,30,45,0.76,1,242
Mission,Entire home/apt,37.76055,-122.42568,250,3,18,0.35,1,2
Western Addition,Entire home/apt,37.7729,-122.42453,80,4,68,1.15,1,0
Western Addition,Entire home/apt,37.77837,-122.43442,1100,2,12,0.25,3,266
Castro/Upper Market,Private room,37.76825,-122.42861,99,4,182,3.14,3,10
North Beach,Entire home/apt,37.79851,-122.40551,135,30,99,1.68,2,361
Castro/Upper Market,Entire home/apt,37.7561,-122.43668,199,30,8,0.15,1,265
Mission,Entire home/apt,37.76057,-122.42405,195,3,24,0.41,1,0
Bayview,Entire home/apt,37.71816,-122.394,115,3,110,1.87,1,114
Haight Ashbury,Private room,37.76567,-122.45278,90,2,239,4.06,2,39
Outer Sunset,Entire home/apt,37.75699,-122.50766,225,3,42,0.72,1,189
Noe Valley,Entire home/apt,37.75039,-122.43893,240,30,64,1.09,1,337
Parkside,Private room,37.73977,-122.47769,104,5,86,1.47,2,342
Outer Sunset,Entire home/apt,37.75734,-122.50854,150,2,295,6.82,1,111
Western Addition,Entire home/apt,37.77662,-122.44432,100,30,162,3.57,2,293
Outer Sunset,Entire home/apt,37.75387,-122.50391,100,30,45,0.78,5,234
Noe Valley,Private room,37.75093,-122.42702,75,1,270,5.73,4,21
Western Addition,Entire home/apt,37.78297,-122.43156,150,3,309,5.29,1,185
Mission,Private room,37.7707,-122.42376,175,4,18,0.33,2,4
Pacific Heights,Private room,37.7928,-122.43548,160,2,38,0.65,2,1
Outer Sunset,Entire home/apt,37.76295,-122.48324,175,2,286,4.93,1,210
West of Twin Peaks,Entire home/apt,37.74301,-122.45921,199,3,167,2.98,1,112
Noe Valley,Private room,37.75297,-122.42725,110,1,63,1.09,3,278
Diamond Heights,Entire home/apt,37.73602,-122.44302,158,1,5,0.11,1,0
Excelsior,Entire home/apt,37.72,-122.43832,75,30,2,0.06,1,170
Haight Ashbury,Private room,37.77469,-122.43956,199,3,77,1.32,1,0
Western Addition,Entire home/apt,37.77657,-122.44551,280,2,32,0.57,1,0
South of Market,Entire home/apt,37.77117,-122.41893,170,30,0,0,1,123
Downtown/Civic Center,Entire home/apt,37.77523,-122.42061,169,30,9,0.19,26,348
Potrero Hill,Entire home/apt,37.75986,-122.39083,550,2,16,0.38,1,0
Marina,Private room,37.79753,-122.42534,129,1,259,4.45,14,82
Noe Valley,Entire home/apt,37.75378,-122.43698,155,4,34,0.6,1,237
Bernal Heights,Entire home/apt,37.73355,-122.431,125,3,333,6.26,1,214
Parkside,Entire home/apt,37.74156,-122.47803,135,3,25,0.57,1,288
Pacific Heights,Private room,37.78981,-122.43411,139,1,531,9.48,3,208
Marina,Entire home/apt,37.79785,-122.44586,134,30,2,0.04,34,339
Pacific Heights,Private room,37.78897,-122.44685,199,3,169,3.45,5,278
Noe Valley,Entire home/apt,37.7464,-122.43206,150,30,11,0.21,2,296
NULL,Private room,37.79929,-122.4063,95,1,136,2.35,25,107
Ocean View,Private room,37.72172,-122.45335,120,1,81,3.35,2,130
Pacific Heights,Entire home/apt,37.79067,-122.42977,1250,2,14,0.25,1,316
Inner Sunset,Entire home/apt,37.76373,-122.45248,360,2,69,1.23,1,40
West of Twin Peaks,Entire home/apt,37.73854,-122.46608,130,2,78,1.5,1,280
